	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NRBP1	0.0000000000000000000000000000000000000000000318832710136166	-0.596193496899841	0.339	0.505	0.000000000000000000000000000000000000000776070699742441
CCNDBP1	0.0000000000000000000000000000000000000000000323698045157236	-0.655073978938675	0.316	0.48	0.000000000000000000000000000000000000000787913411717227
DNAJA2	0.0000000000000000000000000000000000000000000324797649085024	-0.706090072506848	0.28	0.442	0.000000000000000000000000000000000000000790589957637858
GCNT1	0.0000000000000000000000000000000000000000000449741620539956	-1.64085715184376	0.056	0.162	0.00000000000000000000000000000000000000109471607855631
NUCKS1	0.0000000000000000000000000000000000000000000473988846078553	-0.570019049583608	0.358	0.524	0.00000000000000000000000000000000000000115373625023981
HNRNPC	0.0000000000000000000000000000000000000000000477246541324488	-0.423268341652141	0.617	0.759	0.00000000000000000000000000000000000000116166580623794
HLA-F	0.000000000000000000000000000000000000000000048996852106718	-0.401712697609373	0.681	0.808	0.00000000000000000000000000000000000000119263237712962
CCL4L2	0.0000000000000000000000000000000000000000000606237091012093	-0.277785030713066	0.394	0.557	0.00000000000000000000000000000000000000147564170323254
SNX8	0.0000000000000000000000000000000000000000000606596296999214	-2.78203853115248	0.014	0.089	0.00000000000000000000000000000000000000147651604652579
TSHR	0.0000000000000000000000000000000000000000000670252247290018	-5.12227600261896	0.001	0.058	0.00000000000000000000000000000000000000163146099512863
KIF3B	0.0000000000000000000000000000000000000000000707662211038025	-1.43121541709163	0.061	0.17	0.00000000000000000000000000000000000000172252058788766
FKBP4	0.0000000000000000000000000000000000000000000915157111268177	-0.643231597132726	0.518	0.654	0.00000000000000000000000000000000000000222758392453787
LAGE3	0.0000000000000000000000000000000000000000000958050707377706	-0.944935144219802	0.13	0.263	0.00000000000000000000000000000000000000233199122682807
RAMP1	0.000000000000000000000000000000000000000000107101250778858	-3.07787566186342	0.007	0.074	0.00000000000000000000000000000000000000260695154520819
MTDH	0.000000000000000000000000000000000000000000119228972197888	-0.548366398157428	0.411	0.576	0.00000000000000000000000000000000000000290215241226879
NIN	0.000000000000000000000000000000000000000000125053073604568	-0.884978688680862	0.156	0.297	0.0000000000000000000000000000000000000030439168646088
TGFBR1	0.000000000000000000000000000000000000000000129861042638845	2.23080860640221	0.084	0.02	0.00000000000000000000000000000000000000316094763887212
VEZT	0.000000000000000000000000000000000000000000135600457302216	-1.15914877559053	0.103	0.229	0.00000000000000000000000000000000000000330065073119324
SLC15A4	0.000000000000000000000000000000000000000000138357941704876	2.16361967363438	0.085	0.025	0.0000000000000000000000000000000000000033677706590384
XIST	0.000000000000000000000000000000000000000000151214385253654	2.10221494925936	0.067	0.013	0.00000000000000000000000000000000000000368070935145919
CDHR1	0.000000000000000000000000000000000000000000160409910500635	-3.35039258637049	0.008	0.076	0.00000000000000000000000000000000000000390453763149596
LAPTM4A	0.000000000000000000000000000000000000000000211469636742315	-0.689482107981749	0.251	0.408	0.00000000000000000000000000000000000000514738242794469
WNK1	0.000000000000000000000000000000000000000000227708166792284	-0.847867996821038	0.219	0.371	0.00000000000000000000000000000000000000554264448789098
TYMS	0.000000000000000000000000000000000000000000282228482177056	-3.13722168322534	0.007	0.072	0.00000000000000000000000000000000000000686972348467173
TRIM26	0.000000000000000000000000000000000000000000301093047724038	-0.804619321498991	0.229	0.382	0.00000000000000000000000000000000000000732890587465082
HIBCH	0.000000000000000000000000000000000000000000307024819764562	-1.01600382411117	0.131	0.265	0.0000000000000000000000000000000000000074732911378892
PFKL	0.000000000000000000000000000000000000000000337354120043944	-0.893331910391583	0.155	0.295	0.00000000000000000000000000000000000000821153663598963
CHST12	0.000000000000000000000000000000000000000000355273034379922	-0.742100316119561	0.339	0.486	0.00000000000000000000000000000000000000864770092984168
TPR	0.000000000000000000000000000000000000000000358849112869111	-0.566634161916808	0.367	0.531	0.00000000000000000000000000000000000000873474625634704
EMD	0.000000000000000000000000000000000000000000511353842384596	-0.473389884221036	0.533	0.687	0.0000000000000000000000000000000000000124468638774834
HSPA9	0.000000000000000000000000000000000000000000578533835458275	-0.51810188956924	0.477	0.635	0.0000000000000000000000000000000000000140820920888899
RNF114	0.000000000000000000000000000000000000000000587421469395999	-0.632767728094704	0.321	0.484	0.000000000000000000000000000000000000014298425986568
YWHAE	0.000000000000000000000000000000000000000000634449668013192	-0.598602175617414	0.296	0.456	0.0000000000000000000000000000000000000154431393691091
SYNE3	0.000000000000000000000000000000000000000000651954595289194	-1.90971655842347	0.028	0.116	0.0000000000000000000000000000000000000158692268039343
RBPJ	0.00000000000000000000000000000000000000000067317933907815	-1.14764566572321	0.152	0.288	0.0000000000000000000000000000000000000163858582925013
EPC1	0.000000000000000000000000000000000000000000707767887414285	-0.49149230902067	0.51	0.666	0.0000000000000000000000000000000000000172277781475511
GBP4	0.000000000000000000000000000000000000000000785360802430328	-1.00182223075296	0.143	0.28	0.0000000000000000000000000000000000000191164672919566
SRFBP1	0.000000000000000000000000000000000000000000818195949415564	-1.24640387777426	0.075	0.189	0.0000000000000000000000000000000000000199157076047243
MIS18BP1	0.000000000000000000000000000000000000000000842537285651485	-0.937024899472022	0.121	0.249	0.0000000000000000000000000000000000000205082000700428
CEP170	0.000000000000000000000000000000000000000000882042931959112	-2.06025918353317	0.025	0.11	0.0000000000000000000000000000000000000214698070068168
RAB7A	0.00000000000000000000000000000000000000000109477266118285	-0.568024036101717	0.388	0.55	0.0000000000000000000000000000000000000266478613458519
TRIM8	0.00000000000000000000000000000000000000000110363874582895	-1.26951659790852	0.067	0.175	0.0000000000000000000000000000000000000268636707122226
EID1	0.00000000000000000000000000000000000000000115604495127995	-0.605088121446034	0.368	0.53	0.0000000000000000000000000000000000000281392901591053
SYNRG	0.00000000000000000000000000000000000000000119572740905672	-0.758154271667518	0.261	0.417	0.0000000000000000000000000000000000000291052008638497
NME4	0.00000000000000000000000000000000000000000124952453554194	1.75978812245156	0.115	0.04	0.0000000000000000000000000000000000000304146767196264
HELLS	0.00000000000000000000000000000000000000000125428027422849	-1.76704475899918	0.027	0.111	0.0000000000000000000000000000000000000305304361549957
SESTD1	0.00000000000000000000000000000000000000000127946969325744	-3.39496127383095	0.007	0.072	0.0000000000000000000000000000000000000311435718035792
COMMD1	0.00000000000000000000000000000000000000000134510863928581	-0.266371243792042	0.575	0.726	0.000000000000000000000000000000000000032741289388856
MT2A	0.00000000000000000000000000000000000000000148551874254886	0.62826675568957	0.687	0.581	0.0000000000000000000000000000000000000361590117123817
CAMK4	0.00000000000000000000000000000000000000000155194264227516	1.69956378712683	0.123	0.044	0.0000000000000000000000000000000000000377758358556197
GTF3C6	0.00000000000000000000000000000000000000000155238915223137	-0.781078589701117	0.209	0.358	0.0000000000000000000000000000000000000377867043544639
SSBP3	0.00000000000000000000000000000000000000000162071896436203	1.81565836794032	0.1	0.038	0.0000000000000000000000000000000000000394499203115361
PCNX2	0.00000000000000000000000000000000000000000170168115876753	-1.84302668705098	0.027	0.113	0.0000000000000000000000000000000000000414206210855605
YDJC	0.00000000000000000000000000000000000000000176571211390461	-1.00935542042467	0.12	0.25	0.000000000000000000000000000000000000042979198564552
C10orf54	0.00000000000000000000000000000000000000000193213025812726	1.9773602145289	0.096	0.029	0.0000000000000000000000000000000000000470299826130757
TMX1	0.00000000000000000000000000000000000000000195088664108389	-0.872189879160512	0.175	0.319	0.0000000000000000000000000000000000000474865317306229
XRCC1	0.0000000000000000000000000000000000000000021775796728008	-1.28698467715996	0.073	0.186	0.0000000000000000000000000000000000000530044668156442
RPN2	0.00000000000000000000000000000000000000000230217544089198	-0.634608647315794	0.283	0.441	0.0000000000000000000000000000000000000560372524067518
VAPA	0.00000000000000000000000000000000000000000258824991862855	-0.587406941046845	0.395	0.555	0.0000000000000000000000000000000000000630005912693375
H3F3A	0.00000000000000000000000000000000000000000265108093350368	0.32048318612613	0.916	0.883	0.0000000000000000000000000000000000000645299610024131
EEF2	0.00000000000000000000000000000000000000000285341883872337	0.243298457661512	0.931	0.948	0.0000000000000000000000000000000000000694550679533655
RHOC	0.00000000000000000000000000000000000000000295849544677729	-0.708882095345345	0.28	0.438	0.0000000000000000000000000000000000000720127376700059
CRELD2	0.00000000000000000000000000000000000000000299643139373141	-0.9364312454494	0.148	0.285	0.0000000000000000000000000000000000000729361365548163
ADRM1	0.00000000000000000000000000000000000000000313449735135397	-0.53027973143064	0.361	0.523	0.0000000000000000000000000000000000000762968000293071
FBXL12	0.0000000000000000000000000000000000000000033385372688137	-1.17388648795445	0.087	0.205	0.0000000000000000000000000000000000000812633356601943
SELENOW	0.00000000000000000000000000000000000000000369460131318	-0.483685877347152	0.364	0.525	0.0000000000000000000000000000000000000899302905641144
PTGES3	0.00000000000000000000000000000000000000000376258469425628	-0.331746679653853	0.789	0.889	0.0000000000000000000000000000000000000915850740428922
ESYT2	0.00000000000000000000000000000000000000000384328387158783	1.88135720331505	0.101	0.032	0.0000000000000000000000000000000000000935493727183195
IFI35	0.00000000000000000000000000000000000000000393432724657418	-0.953943559058118	0.123	0.252	0.000000000000000000000000000000000000095765459508862
LDLRAD4	0.00000000000000000000000000000000000000000517319984930788	-1.21907963677428	0.085	0.202	0.000000000000000000000000000000000000125920857532003
GPD2	0.00000000000000000000000000000000000000000538571326582281	-2.11666693250986	0.021	0.1	0.000000000000000000000000000000000000131093646603393
PRR5	0.00000000000000000000000000000000000000000552022115605737	1.40428271453578	0.152	0.069	0.000000000000000000000000000000000000134367703159592
SF3B2	0.00000000000000000000000000000000000000000570774305020809	-0.437110475926902	0.478	0.638	0.000000000000000000000000000000000000138932173585115
DBNL	0.00000000000000000000000000000000000000000613163867887572	-0.73097926015997	0.205	0.352	0.000000000000000000000000000000000000149250217082514
PRDM1	0.000000000000000000000000000000000000000006288685778719	-0.740314495683342	0.379	0.528	0.000000000000000000000000000000000000153072900539799
APOBEC3H	0.00000000000000000000000000000000000000000703972821881112	-1.487283762299	0.061	0.167	0.000000000000000000000000000000000000171354024574081
MIA2	0.00000000000000000000000000000000000000000727206688453117	-1.18078004381687	0.101	0.224	0.000000000000000000000000000000000000177009380036373
CD3D	0.00000000000000000000000000000000000000000775890585272163	-0.381246975564439	0.802	0.885	0.000000000000000000000000000000000000188859527361097
PRDM2	0.00000000000000000000000000000000000000000802985414372023	-0.780438661177138	0.212	0.36	0.000000000000000000000000000000000000195454679712294
RAB35	0.00000000000000000000000000000000000000000858645210322576	-0.961109287233721	0.125	0.254	0.000000000000000000000000000000000000209002830644618
FAS	0.00000000000000000000000000000000000000000960797741092834	-0.781726022237179	0.227	0.378	0.000000000000000000000000000000000000233867778159407
M6PR	0.0000000000000000000000000000000000000000107077125022169	-0.647672769594634	0.318	0.477	0.000000000000000000000000000000000000260636430016461
